ma_item,ten_san_pham,tu_khoa,cap_bao_bi,site_ap_dung,thi_truong,so_thang_tctp,so_thang_hddg,so_thang_ap_dung,nguon_hsd,quy_tac_hsd,quy_tac_ngay_tran,dong1_loai,dong1_nhan,dong1_mau_ngay,dong1_thanh_phan,dong2_loai,dong2_nhan,dong2_mau_ngay,dong2_thanh_phan,dong3_loai,dong3_nhan,dong3_mau_ngay,dong3_thanh_phan,dong4_loai,dong4_nhan,dong4_mau_ngay,dong4_thanh_phan,ghi_chu_in,nguon_form,trang_thai,trang_thai_duyet,nguoi_cap_nhat,cap_nhat_luc,ngay_ra_soat_ke_tiep,canh_bao
03OT00350,TOCS XK Australia (Golden Star) 3bl x 8chai x 250gr,,gói; thùng,MIP,AU,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DDMMYYYY,,,,,hh:mm #*S,,,,,,,,,"[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (L là viết tắt của Lot number, aa là số thứ tự lô sản xuất đi nước đó, bb là năm sản xuất, cA là line đóng gói) | Ghi ch",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00351,TOCS XK Australia (Golden Star) 2bl x 6chai x 480gr,,gói; thùng,MIP,AU,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,"[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (L là viết tắt của Lot Number, aa là số thứ tự lô xuất đi nước đó, bb là năm sản xuất, cA là line đóng gói) | Ghi chú: H",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00370,TOCS Sriracha XK Thụy Điển (Hungfat) 3bl x 6chai x 535gr,,gói; thùng,MIP,SE,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DDMMYYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (Sử dụng tốt nhất trước ngày/tháng/năm + Lot No.) | Ghi chú: Hạn sử dụng 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00371,TOCS Sriracha XK Czech (Dalat) 3bl x 6chai x 535gr,,gói; thùng,MIP,CZ,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DDMMYYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (Sử dụng tốt nhất trước ngày/tháng/năm + Lot No.) | Ghi chú: Hạn sử dụng 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00372,TOCS Sriracha XK (CT) Czech (Dalat) 3bl x 8chai x 275gr,,gói; thùng,MIP,CZ,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DDMMYYYY,,PROD,NSX,DDMMYY,,,,,hh:mm #*S,,,,,(Sử dụng tốt nhất trước ngày/tháng/năm + Lot No.) | Ghi chú: Hạn sử dụng 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00374,TOCS Original XK Nhật (IMAI) 8chai x 1kg,,gói; thùng,MIP,JP,15,15,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,YYMMDD,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] VD: EXP 210331 | Ghi chú: Hạn sử dụng 15 tháng · Best before date: described on the cap,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00377,TOCS Original XK Mỹ 16bịch x 50gói x 10gr,,gói; thùng,MIP,US,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,MMM DD YY,,EXPIRY,BBF,MMM DD YY,,,,,hh:mm #*S,,,,,HSD: 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00378,TOCS Sriracha XK Mỹ XK Mỹ 16bịch x 50gói x 10gr,,gói; thùng,MIP,US,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,MMDDYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD: 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00379,TOCS Sriracha XK Nhật 16bịch x 50gói x 10gr,,gói; thùng,MIP,JP,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,YYMMDD,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00380,TOCS chua ngọt XK Hàn Quốc 3bl x 8chai x 295gr (CT),,gói; thùng,MIP,KR,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00383,TOCS Sriracha (CT) XK Mỹ 3bl x 8chai x 115gr,,gói; thùng,MIP,US,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,MMDDYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00384,TOCS Sriracha XK Mỹ (CT) 3bl x 8chai x 250gr,,gói; thùng,MIP,US,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,MMDDYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00391,TOCS XK Australia (DHN) 2bl x 6chai x 960gr,,gói; thùng,MIP,AU,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 18 tháng · Best Before (dd mm yyyy) & Lot No.: see on package,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00392,TOCS XK Australia (Lotus) 2bl x 6chai x 960gr,,gói; thùng,MIP,AU,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 18 tháng · Best Before (dd mm yyyy) & Lot No.: see on package,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00399,TOCS XK Nhật 3bl x 8chai x 100gr,,gói; thùng,MIP,JP,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,YYMMDD,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00400,TOCS XK Nhật Sriracha (CD) 3bl x 8chai x 115gr,,gói; thùng,MIP,JP,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,YYMMDD,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00404,TOCS XK New Zealand (Gai Lee) 2bl x 6chai x 480gr,,gói; thùng,MIP,NZ,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,"[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (L là viết tắt của Lot Number, aa là số thứ tự lô xuất đi nước đó, bb là năm sản xuất, cA là line đóng gói) | Ghi chú: H",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00419,TOCS Sriracha XK Australia (DHN) 3bl x 8chai x 275gr,,gói; thùng,MIP,AU,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBD,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (Hạn sử dụng: ngày/tháng/năm + LotNo) | Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00424,TOCS Sriracha XK Taiwan (Fullerton) 3bl x 6chai x 535gr,,gói; thùng,MIP,TW,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DD.MM.YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (Hạn sử dụng: ngày/tháng/năm + LotNo) | Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00425,TOCS XK Thụy Điển (Hungfat) 2bl x 6chai x 480gr,,gói; thùng,MIP,SE,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,"[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (L là viết tắt của Lot Number, aa là số thứ tự lô xuất đi nước đó, bb là năm sản xuất, cA là line đóng gói) | Ghi chú: H",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00430,TOCS Sriracha XK Mỹ (CT) 2bl x 6chai x 500gr,,gói; thùng,MIP,US,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,MMDDYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] LaabbcA | Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00433,TOCS cay XK Netherlands (LTP) 3bl x 8chai x 250gr,,gói; thùng,MIP,NL,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBD,DD/MM/YYYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00434,TOCS XK Netherlands (LTP) 2bl x 6chai x 480gr,,gói; thùng,MIP,NL,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBD,DD/MM/YYYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00437,TO Horeca XK Campuchia 24chai x 450gr,,gói; thùng,MIP,KH,12,,12,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYY,,EXPIRY,EXP,DDMMYY,,,,,hh:mm #*S,,,,,Ghi chú: Hạn sử dụng 12 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00440,TOCS Original XK Mỹ (Seattle) 2bl x 6chai x 500gr,,gói; thùng,MIP,US,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,MM/DD/YY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] LaabbcA | Ghi chú: Hạn sử dụng 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00444,TOCS Sriracha XK Mỹ (Seattle) 2bl x 6chai x 500gr (CT mới),,gói; thùng,MIP,US,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,MMDDYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00456,TOCS XK Nga (Magnit) 3bl x 8chai x 250gr,,gói; thùng,MIP,RU,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYYYY,,EXPIRY,EXP,DDMMYYYY,,,,,hh:mm #*S,,,,,(Ngày sản xuất: ngày/tháng/năm | Hạn sử dụng: ngày/tháng/năm + LotNo),HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00457,TOCS Sriracha (CT) XK Nga (Magnit) 3bl x 8chai x 275gr,,gói; thùng,MIP,RU,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYYYY,,EXPIRY,EXP,DDMMYYYY,,,,,hh:mm #*S,,,,,(Ngày sản xuất: ngày/tháng/năm) | Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00474,TOCS XK Nga (KBG) CZ 3bl x 8chai x 250gr,,gói; thùng,MIP,RU,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYY,,LOT,LOT,DDMMYY,,EXPIRY,EXP,DDMMYY,,,,,hh:mm #*S,Ghi chú: Hạn sử dụng 18 tháng · Best before date: 18 months,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00475,TOCS Original XK Malaysia (Sangla) 3bl x 8chai x 250gr,,gói; thùng,MIP,MY,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DD/MM/YYYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 18 tháng · EXP DATE (DD/MM/YYYY) & Lot Number: See on package,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00476,TOCS Sriracha (CD) XK Malaysia (Sangla) 3bl x 8chai x 250gr,,gói; thùng,MIP,MY,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DD/MM/YYYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00478,TOCS Original XK Canada (Legendary) 3bl x 8chai x 235ml,,gói; thùng,MIP,CA,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,YYYY MM DD,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD: 18 tháng | Ví dụ: BBF 2027 JL 16 | Lot160126 18:20 2M1 · Best before and Lot code: See on bottle shoulder,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00479,TOCS Original XK Canada (Legendary) 2bl x 6chai x 450ml,,gói; thùng,MIP,CA,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,YYYY MM DD,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD: 18 tháng | (Sử dụng tốt nhất trước năm/tháng/ngày) | (LOTno ngày/tháng/năm sản xuất) | Ví dụ: BBF 2027 JL 16 | Lot1,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00480,TOCS Sriracha XK (CT) Canada (Legendary) 3bl x 8chai x 235ml,,gói; thùng,MIP,CA,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,YYYY MM DD,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD: 18 tháng | (Sử dụng tốt nhất trước năm/tháng/ngày) | Ví dụ: BBF 2020 FE 18 | 08:00 6A Lot 221124,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00485,TOCS chai eo XK Cambodia 2bl x 6chai x490gr,,gói; thùng,MIP,KH,12,,12,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYY,,EXPIRY,EXP,DDMMYY,,,,,hh:mm #*S,,,,,Hạn sử dụng 12 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00491,TOCS XK Poland (Asean Foods) 2bl x 6chai x 480gr,,gói; thùng,MIP,PL,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03ST00019,"TOCS sa tế XK LB Nga, KAZ, Mongolia - KBG 24chai x 255gr",,gói; thùng,MIP,RU,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYY,,LOT,LOT,DDMMYY,,EXPIRY,EXP,DDMMYY,,,,,hh:mm #*S,Ghi chú: Hạn sử dụng 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03ST00024,TOCS sa tế XK Nga (KBG) CZ 3bl x 8chai x 255gr,,gói; thùng,MIP,RU,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYY,,LOT,LOT,DDMMYY,,EXPIRY,EXP,DDMMYY,,,,,hh:mm #*S,Ghi chú: Hạn sử dụng 18 tháng · Best before date: 18 months,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
08TL001,Nước tăng lực vị cà phê Wakeup 247 4bl x 6 chai x 330ml,WK247,lon/chai; thùng,MBP; MGP; MIP,VN,9,9,9,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,NSX,DDMMYY,hh:mm,EXPIRY,HSD,DDMMYY,#*S,,,,,,,,,,HDĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
08TL00100,NTL WK 247 XK Taiwan (Fullerton) 4bl x 6chai x 330ml,,lon/chai; thùng,MIP,TW,9,9,9,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,NSX,DDMMYY,hh:mm,EXPIRY,HSD,DDMMYY,#*S,,,,,,,,,LaabbcK hh:pp · Expiry date: See on bottle neck (day/month/year),HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
08TL00103,NTL WK 247 - 4bl x 6chai x 330ml XK Korea (OTL),,lon/chai; thùng,MIP,KR,12,12,12,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,NSX,DDMMYY,hh:mm,EXPIRY,HSD,DDMMYY,#*S,,,,,,,,,LaabbcK hh:pp · Expiration date: Until the date marked separately on the product (how to read: EXP day/month/year),HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
08TL00107,Thực phẩm bổ sung nước tăng lực vị cà phê Wake up 247 (QR) 4bl x 6 chai x 330ml,WK247 QR,lon/chai; thùng,MBP; MGP; MIP,VN,9,9,9,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,NSX,DDMMYY,hh:mm,EXPIRY,HSD,DDMMYY,#*S,,,,,,,,,,HDĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NM00633,NM CSCH XK Czech (Dalat) 12chai x 635ml,,gói; thùng,MIP,CZ,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,KHAC,,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Dòng 2: Mã số lô hàng · Best Before date & Lot No: see on package (dd mm yyyy),HĐĐG,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,không in dòng hạn sử dụng
03NM00678,NM CSCH XK UK (Longdan) 15chai x 500ml,,gói; thùng,MIP,GB,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,không in dòng hạn sử dụng
03NM00778,NM NN XK Korea (Hyosung) 6can x 2L,,gói; thùng,MIP,KR,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] mẫu lạ: YY/MMMM | EXP DD/YY/MMMM · Ngày/ tháng / năm hết hạn,HĐĐG,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,không in dòng hạn sử dụng
03NM00791,Nước mắm Nam Ngư (QR) 15 chai x 900ml,NN 900; NN900; NN 900 QR,chai; thùng,,VN,12,12,12,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,NSX,DDMMYY,,EXPIRY,HSD,DDMMYY,,,,,hh:mm #*S,,,,,,HDĐG,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,chưa khai site áp dụng
03NM00821,Nước mắm Nam Ngư XK Lào 3bl x 8 chai x 500ml,NN XK Lào,chai; thùng,MBP; MIP,LA,12,12,12,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYY,,EXPIRY,EXP,DDMMYY,,,,,hh:mm #*S,KHAC,,FDD,2100994,,HDĐG,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,mẫu ngày dòng 4 'FDD' engine chưa đọc được
03NM00899,NM CSCH XK Sweden (Hungfat) 12chai x 635ml,,gói; thùng,MIP,SE,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,KHAC,,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] VN/845/IV/STT LÔ,Thực tế in,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,không in dòng hạn sử dụng
03NM00910,NM CSCH XK Netherlands (LTP) 12chai x 635ml,,gói; thùng,MIP,NL,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,không in dòng hạn sử dụng
03NM00925,NC CHIN-SU Foods Đồng tiền vàng XK Cam (HSL) 6chai x 1.8L,,gói; thùng,MIP,KH,12,,12,TCTP,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Chưa sx · Chưa sx,,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,không in dòng hạn sử dụng
03NM00926,NC CHIN-SU Foods Đồng tiền vàng XK Cam (HSL) 4chai x 4.8L,,gói; thùng,MIP,KH,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Chưa sx · Chưa sx,,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
03NT00446,NT TTT nhất ca XK China 4bl x 6chai x 500ml,,chai; thùng,MIP,CN,,,,,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,YYYY/MM/DD,,EXPIRY,EXP,YYYY/MM/DD,,,,,hh:mm #*S,,,,,Chưa sx,,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD
03OT00172,TOCS XK Russia (Venta) 3bl x 8chai x 250gr,,gói; thùng,MIP,RU,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
03OT00224,TOCS XK XingBao 2bl x 6chai x 500gr,,gói; thùng,MIP,,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,không in dòng hạn sử dụng
03OT00348,TOCS Sriracha (CT) XK Hàn (Hyosung) 3bl x 8chai x 115gr,,gói; thùng,MIP,KR,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
