ma_item,ten_san_pham,tu_khoa,cap_bao_bi,site_ap_dung,thi_truong,so_thang_tctp,so_thang_hddg,so_thang_ap_dung,nguon_hsd,quy_tac_hsd,quy_tac_ngay_tran,dong1_loai,dong1_nhan,dong1_mau_ngay,dong1_thanh_phan,dong2_loai,dong2_nhan,dong2_mau_ngay,dong2_thanh_phan,dong3_loai,dong3_nhan,dong3_mau_ngay,dong3_thanh_phan,dong4_loai,dong4_nhan,dong4_mau_ngay,dong4_thanh_phan,ghi_chu_in,nguon_form,trang_thai,trang_thai_duyet,nguoi_cap_nhat,cap_nhat_luc,ngay_ra_soat_ke_tiep,canh_bao
03NT00505,NT TTT Nhất Ca XK Taiwan 1 (Asean VIP) 12chai x 650ml (Chai mới),,gói; thùng,MIP,TW,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DD/MM/YYYY,,EXPIRY,EXP,DD/MM/YYYY,,,,,hh:mm #*S,,,,,NSX và HSD xem trên bao bì (ngày tháng năm),HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00514,NTCS Tỏi ớt XK Korea (Datafood) 24chai x 250ml,,gói; thùng,MIP,KR,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DDMMYYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] EXP Ngày/Tháng/Năm · Thực tế date ko /,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00526,NTCS Tỏi Ớt XK Korea (Hyosung) 24chai x 330ml,,gói; thùng,MIP,KR,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DDMMYYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] EXP Ngày/Tháng/Năm · Thực tế date ko /,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00572,NTCS Nấm Shiitake XK Korea (Hyosung) 24chai x 330ml,,gói; thùng,MIP,KR,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DDMMYYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] EXP: ngày/tháng/năm,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00576,NTCS Nấm Shiitake XK Mỹ 12chai x 500ml,,gói; thùng,MIP,US,24,24,24,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,MMM DD YY,,EXPIRY,BBF,MMM DD YY,,,,,hh:mm #*S,,,,,"mm/dd/yy + LotNo · Thực tế date ko /, date tháng bằng chữ",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00577,NT TTT Nhất ca XK Nhật 4bl x 6chai x 500ml (Chai mới),,gói; thùng,MIP,JP,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBD,YYYYMMDD,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD tốt nhất trươc: ghi trên chai,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00587,NC TTT Nhị ca XK China (Xingbao) 4bl x 6chai x 500ml,,chai; thùng,MIP,CN,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,YYYY/MM/DD,,EXPIRY,EXP,YYYY/MM/DD,,,,,hh:mm #*S,,,,,HSD : ghi trên chai,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00588,NTCS XK Nga (KBG) CZ 24chai x 250ml,,gói; thùng,MIP,RU,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYYYY,,EXPIRY,EXP,DDMMYYYY,,,,,hh:mm #*S,,,,,NSX và HSD xem trên bao bì,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00589,NTCS Tỏi ớt XK Nga (KBG) CZ 24chai x 250ml,,gói; thùng,MIP,RU,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYYYY,,EXPIRY,EXP,DDMMYYYY,,,,,hh:mm #*S,,,,,NSX và HSD xem trên bao bì,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00590,NTCS Nấm XK Nga (KBG) CZ 24chai x 250ml,,gói; thùng,MIP,RU,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYYYY,,EXPIRY,EXP,DDMMYYYY,,,,,hh:mm #*S,,,,,NSX và HSD xem trên bao bì,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00596,NT TTT nhất ca XK Canada 2bl x 6chai x 650ml (Chai mới),,gói; thùng,MIP,CA,24,24,24,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,YYYY MM DD,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,"[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD tốt nhất trươc: ghi trên chai · TCTP đang trình ký, chưa ban hành",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00597,NTCS XK Nga (Grand Trade) 24chai x 270gr,,gói; thùng,MIP,RU,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYYYY,,EXPIRY,EXP,DDMMYYYY,,,,,hh:mm #*S,,,,,18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00598,NTCS Tỏi ớt XK Nga (Grand Trade) 24chai x 275gr,,gói; thùng,MIP,RU,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYYYY,,EXPIRY,EXP,DDMMYYYY,,,,,hh:mm #*S,,,,,NSX và HSD xem trên bao bì,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00599,NTCS Nấm XK Nga (Grand Trade) 24chai x 275gr,,gói; thùng,MIP,RU,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYYYY,,EXPIRY,EXP,DDMMYYYY,,,,,hh:mm #*S,,,,,NSX và HSD xem trên bao bì,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00604,NTCS Nấm Shiitake XK Poland (Pitaya Kuchnia) 24chai x 330ml,,gói; thùng,MIP,PL,24,24,24,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD tốt nhất trươc (ngày tháng năm): xem trên bao bì · TCTP bản ký chưa ban hành,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00605,NTCS Tỏi ớt XK Poland (Pitaya Kuchnia) 24chai x 330ml,,gói; thùng,MIP,PL,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD tốt nhất trước DD MM YYYY,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00608,NT TTT Nhất ca XK Canada (WDT) 2bl x 6chai x 650ml,,gói; thùng,MIP,CA,24,24,24,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,YYYY MM DD,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,"[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD tốt nhất trươc: ghi trên chai · TCTP đang trình ký, chưa ban hành",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03NT00615,NTCS Nấm Shiitake XK Czech (Dalat) 24chai x 330ml,,gói; thùng,MIP,CZ,24,24,24,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DDMMYYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] TCTP bản ký chưa ban hành,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OS00015,DHCS sò điệp XK Cambodia 12chai x 820gr,,gói; thùng,MIP,KH,12,,12,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYY,,EXPIRY,EXP,DDMMYY,,,,,hh:mm #*S,,,,,Ghi chú: Hạn sử dụng 12 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OS00016,DHCS sò điệp XK Cambodia 24chai x 400gr,,gói; thùng,MIP,KH,12,,12,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYY,,EXPIRY,EXP,DDMMYY,,,,,hh:mm #*S,,,,,Ghi chú: Hạn sử dụng 12 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00152,TOCS XK Mỹ 24chai x 250gr,,gói; thùng,MIP,US,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,MMDDYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD: 18 tháng · Best if used by: See on package,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00160,TOCS XK Australia (DHN) 24chai x 250gr,,gói; thùng,MIP,AU,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DDMMYYYY,,,,,hh:mm #*S,,,,,,,,,"[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (L là viết tắt của Lot Number, aa là số thứ tự lô xuất đi nước đó, bb là năm sản xuất, cA là line đóng gói) | Ghi chú: H",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00164,"TOCS XK Cay LB Nga, KAZ, Mongolia - KBG 24chai x 250gr",,gói; thùng,MIP,RU,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYY,,LOT,LOT,DDMMYY,,EXPIRY,EXP,DDMMYY,,,,,hh:mm #*S,Ghi chú: Hạn sử dụng 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00168,TOCS XK Taiwan 2 (N.I.M) 3bl x 8chai x 250gr,,gói; thùng,MIP,TW,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DD.MM.YYYY,,,,,hh:mm #*S,,,,,,,,,"[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] EXP: Hạn sử dụng ngày/tháng/năm | LaabbcA: L viết tắt của Lot Number, aa là số thứ tự lô xuất đi nước đó, bb là năm sản",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00169,TOCS XK Czech (Dalat) 3bl x 8chai x 250gr,,gói; thùng,MIP,CZ,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DDMMYYYY,,PROD,NSX,DDMMYY,,,,,hh:mm #*S,,,,,( Sử dụng tốt nhất trước ngày/tháng/năm + Lot No.) | Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00174,TOCS XK Nhật 3bl x 8chai x 250gr,,gói; thùng,MIP,JP,15,15,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,YYYY.MM.DD,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng · Best before: Indicated on cap,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00190,TOCS XK Hà Lan (Herman) 24chai x 250gr,,gói; thùng,MIP,,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (Sử dụng tốt nhất trước ngày/tháng/năm) | Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00194,TOCS XK Nhật 2bl x 6chai x 520gr,,gói; thùng,MIP,JP,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,YYYY.MM.DD,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00198,Tương ớt CHIN-SU chai eo XK Australia (Lotus) 3bl x 8chai x 250gr,,gói; thùng,MIP,AU,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DDMMYYYY,,,,,hh:mm #*S,,,,,,,,,"[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (L là viết tắt của Lot Number, aa là số thứ tự lô xuất đi nước đó, bb là năm sản xuất, cA là line đóng gói) | Ghi chú: H",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00202,TOCS XK Poland (Asia-Foods) 3bl x 8chai x 250gr,,gói; thùng,MIP,PL,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (Sử dụng tốt nhất trước ngày/tháng/năm) | Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00205,TOCS XK Mỹ 12chai x 500gr,,gói; thùng,MIP,US,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,MMDDYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00207,TOCS cay gấp đôi XK Nhật 3bl x 8 chai x 250gr,,gói; thùng,MIP,JP,15,15,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,YYMMDD,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng. · Best before: Indicated on cap,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00210,TOCS XK Thụy Điển (Hungfat) 3bl x 8chai x 250gr,,gói; thùng,MIP,SE,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (Sử dụng tốt nhất trước ngày/tháng/năm) | Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00211,TOCS XK Taiwan 1 (Asean VIP) 3bl x 8chai x 250gr,,gói; thùng,MIP,TW,15,15,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DD/MM/YYYY,,EXPIRY,EXP,DD/MM/YYYY,,,,,hh:mm #*S,,,,,hh:mm + line đóng gói và chữ A | Ghi chú: Hạn sử dụng 15 tháng. · Manufacturing date and expiry date: as shown on the pa,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00225,TOCS XK XingBao 3bl x 8chai x 250gr,,gói; thùng,MIP,,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,NSX,DD/MM/YYYY,,EXPIRY,HSD,DD/MM/YYYY,,,,,hh:mm #*S,,,,,"Production date: see on package (day/month/year)
Shelf-life: 18 months",Thực tế in,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00228,TOCS XK Mỹ 8chai x 1kg,,gói; thùng,MIP,US,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,MMDDYY,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 18 tháng · Best if used by: See on package.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00239,TOCS Phở XK Mỹ 2bl x 6chai x 470gr,,gói; thùng,MIP,US,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,MMM DD YY,,EXPIRY,BBF,MMM DD YY,,,,,hh:mm #*S,,,,,Ghi chú: Hạn sử dụng 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00241,TOCS XK Nhật 16bịch x 50gói x 10gr,,gói; thùng,MIP,JP,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,YYMMDD,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00248,TOCS XK Hungary (Chimpex) 3bl x 8chai x 250gr,,gói; thùng,MIP,HU,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DDMMYYYY,,PROD,NSX,DDMMYY,,,,,hh:mm #*S,,,,,(Sử dụng tốt nhất trước ngày/tháng/năm + Lot No.) | Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00250,TOCS XK Hà Lan (Mooijer) 3bl x 8chai x 250gr,,gói; thùng,MIP,,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (Sử dụng tốt nhất trước ngày/tháng/năm) | Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00265,TOCS XK Taiwan 2 (N.I.M) 2bl x 6chai x 520gr,,gói; thùng,MIP,TW,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DD.MM.YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Các NỘI DUNG KHÁC nhằm mục đích truy vết sản phẩm sẽ được QA quy định | Ghi chú: Hạn sử dụng 15 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00272,TOCS Original XK Korea (Hyosung) 3bl x 8chai x 250gr,,gói; thùng,MIP,KR,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng. · Expiration date: Until the date marked separately for the product (in order of day/mont,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00284,TOCS XK Czech (Dalat) 2bl x 6chai x 480gr,,gói; thùng,MIP,CZ,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DDMMYYYY,,PROD,NSX,DDMMYY,,,,,hh:mm #*S,,,,,(Sử dụng tốt nhất trước ngày/tháng/năm + Lot No.) | Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00286,TOCS XK Australia (Lotus) 2bl x 6chai x 480gr,,gói; thùng,MIP,AU,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,"[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (L là viết tắt của Lot Number, aa là số thứ tự lô xuất đi nước đó, bb là năm sản xuất, cA là line đóng gói) | Ghi chú: H",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00287,TOCS XK Australia (DHN) 2bl x 6chai x 480gr,,gói; thùng,MIP,AU,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,"[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] (L là viết tắt của Lot Number, aa là số thứ tự lô xuất đi nước đó, bb là năm sản xuất, cA là line đóng gói) | Ghi chú: H",HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00288,TOCS XK Taiwan 1 (Asean VIP) 2bl x 6chai x 520gr,,gói; thùng,MIP,TW,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DD/MM/YYYY,,EXPIRY,EXP,DD/MM/YYYY,,,,,hh:mm #*S,,,,,hh:mm + line đóng gói và chữ A | Ghi chú: Hạn sử dụng 15 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00289,TOCS XK Korea 2 (Hyosung) 2bl x 6chai x 500gr,,gói; thùng,MIP,KR,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00290,TOCS XK CPC 24chai x 250gr,,gói; thùng,MIP,KH,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,PROD,MFG,DDMMYY,,EXPIRY,BBF,DDMMYY,,,,,hh:mm #*S,,,,,Vị trí in trên chai: HSD: 18 tháng,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00315,TOCS XK UK (LongDan) 3bl x 8chai x 250gr,,gói; thùng,MIP,GB,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,DDMMYYYY,,PROD,NSX,DDMMYY,,,,,hh:mm #*S,,,,,(Sử dụng tốt nhất trước ngày/tháng/năm + Lot No.) | Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00318,TOCS Original XK Korea (Hyosung) 8chai x 1kg,,gói; thùng,MIP,KR,15,15,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Expiration date: Until the date marked separately on the product (how to read: in order of day/month/year),HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00320,TOCS XK Canada (WDT) 3bl x 8 chai x 235ml,,gói; thùng,MIP,CA,18,18,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,YYYY MM DD,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD: 18 tháng | Ví dụ: BBF 2027 JL 16 WD | Lot160126 18:20 A · Best before and Lot code: See on bottle shoulder,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00321,TOCS XK Canada (WDT) 2bl x 6chai x 450ml,,gói; thùng,MIP,CA,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,YYYY MM DD,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] HSD: 18 tháng | (Sử dụng tốt nhất trước năm/tháng/ngày) | (LOTno ngày/tháng/năm sản xuất) | Ví dụ: BBF 2027 JL 16 WD | L,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00340,TOCS Sriracha (CD) XK Nhật 3bl x 8chai x 275gr,,gói; thùng,MIP,JP,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,YYMMDD,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00344,TOCS Sriracha XK (CT) Canada 3bl x 8chai x 235ml,,gói; thùng,MIP,CA,18,,18,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,YYYYMMDD,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] WD hh:mm line đóng gói | Ghi chú: Hạn sử dụng 18 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
03OT00346,TOCS Sriracha XK (CT) Hyosung 3bl x 8chai x 275gr,,gói; thùng,MIP,,15,,15,TCTP,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,EXP,DD MM YYYY,,,,,hh:mm #*S,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Ghi chú: Hạn sử dụng 15 tháng.,HĐĐG,Đang áp dụng,DA_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,
